entity,entity_id,field,issue_type,severity,detected_value,corrected_value,action,evidence,confidence,checker,detected_at
packages,pkg_corporate_block_10_pack_2,description,extraction_failed,error,"The Corporate Block 10-Pack is designed for company groups, offering ten sessions for AED 1950 at our Al Ain and Khalifa",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:27.714431+00:00
packages,pkg_student_20_pack_2,description,extraction_failed,error,"The Student 20-Pack rewards weekday flexibility, offering twenty sessions for AED 4200 at our Al Ain and Yas branches. A",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:28.141180+00:00
packages,pkg_coaching_credit_25_pack_2,description,extraction_failed,error,"The Coaching Credit 25-Pack provides twenty-five sessions for AED 4825, redeemable against any coach rate across the maj",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:28.485715+00:00
packages,pkg_marina_season_50_pack_2,description,extraction_failed,error,"The Marina Season 50-Pack is a location-specific offer providing fifty sessions for AED 8250, valid exclusively at our R",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:29.270975+00:00
packages,pkg_sunrise_5_pack_2,description,extraction_failed,error,"Start the day on court with the Sunrise 5-Pack, five sessions for AED 950, available at our Ajman, Al Ain and Al Quoz br",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:29.596726+00:00
packages,pkg_prime_evening_10_pack_3,description,extraction_failed,error,"The Prime Evening 10-Pack offers ten sessions for AED 1500 across our Ajman, Al Ain and Al Majaz branches, tailored for ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:30.293966+00:00
packages,pkg_weekend_warrior_10_pack_3,description,extraction_failed,error,"Built for those who play their best padel at the weekend, the Weekend Warrior 10-Pack includes ten sessions for AED 1850",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:30.619204+00:00
packages,pkg_flexi_20_pack_3,description,extraction_failed,error,"The Flexi 20-Pack is our most adaptable multi-session option, offering twenty sessions for AED 3550 with no restriction ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:31.160099+00:00
packages,pkg_ladies_daytime_25_pack_3,description,extraction_failed,error,"Created specifically for daytime play, the Ladies Daytime 25-Pack includes twenty-five sessions for AED 4825 and is avai",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:31.644434+00:00
packages,pkg_junior_term_50_pack_3,description,extraction_failed,error,"The Junior Term 50-Pack is designed for young players aged between nine and seventeen, offering fifty coach-led sessions",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:31.977081+00:00
packages,pkg_corporate_block_5_pack_3,description,extraction_failed,error,"The Corporate Block 5-Pack is tailored for workplace groups, offering five sessions for AED 950 at our Ajman and Al Ain ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:32.444014+00:00
packages,pkg_student_10_pack_3,description,extraction_failed,error,"The Student 10-Pack is available to eligible students holding valid identification, offering ten sessions for AED 1500 a",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:32.856897+00:00
packages,pkg_coaching_credit_10_pack_3,description,extraction_failed,error,"The Coaching Credit 10-Pack provides ten sessions for AED 1900, redeemable at our Al Ain and Al Quoz branches, and is de",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:33.180168+00:00
packages,pkg_marina_season_20_pack_3,description,extraction_failed,error,"Exclusive to our RAK Marina location, the Marina Season 20-Pack includes twenty sessions for AED 3200, designed around t",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:33.673585+00:00
packages,pkg_sunrise_25_pack_3,description,extraction_failed,error,"The Sunrise 25-Pack is built for early risers, bundling twenty-five court sessions at a reduced rate for anyone happy to",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:34.010292+00:00
packages,pkg_prime_evening_50_pack_3,description,extraction_failed,error,"Designed for after-work players, the Prime Evening 50-Pack offers fifty sessions redeemable exclusively between six and ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:34.382801+00:00
packages,pkg_weekend_warrior_5_pack_3,description,extraction_failed,error,The Weekend Warrior 5-Pack is a compact five-session bundle for players who do most of their padel on Fridays and Saturd,,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:34.798171+00:00
packages,pkg_flexi_10_pack_3,description,extraction_failed,error,"The Flexi 10-Pack is our most adaptable offer, giving ten sessions that can be used at any time of day and at any branch",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:35.106066+00:00
packages,pkg_ladies_daytime_10_pack_3,description,extraction_failed,error,"The Ladies Daytime 10-Pack offers ten sessions reserved for our ladies-only programme, available at our JVC club between",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:35.438269+00:00
packages,pkg_junior_term_20_pack_3,description,extraction_failed,error,"The Junior Term 20-Pack is a coach-led programme for young players aged between nine and seventeen, available at our Al ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:35.834917+00:00
packages,pkg_corporate_block_25_pack_3,description,extraction_failed,error,"The Corporate Block 25-Pack is built for companies and organised groups, offering twenty-five sessions at our Ras Al Kha",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:36.161744+00:00
packages,pkg_student_50_pack_3,description,extraction_failed,error,"The Student 50-Pack is our largest value package for full-time students, offering fifty sessions redeemable across a wid",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:36.512754+00:00
packages,pkg_coaching_credit_5_pack_3,description,extraction_failed,error,The Coaching Credit 5-Pack provides five sessions worth of credit that can be redeemed against any coach's rate at our A,,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:37.414664+00:00
packages,pkg_marina_season_10_pack_3,description,extraction_failed,error,"The Marina Season 10-Pack is a location-specific offer for our Ras Al Khaimah Marina courts, available only during the c",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:37.724098+00:00
branches,br_alquoz,description,extraction_failed,error,"Tucked among the warehouses, art galleries, and design studios of Al Quoz Industrial 3, Baseline Al Quoz has a raw, conv",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:38.057046+00:00
branches,br_jvc,description,extraction_failed,error,"Baseline JVC sits at the heart of one of Dubai's busiest residential circles, and it feels exactly like that: a communit",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:38.363541+00:00
branches,br_yas,description,extraction_failed,error,"Baseline Yas Island sits at the heart of one of the emirate's busiest leisure districts, and the branch carries that sam",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:38.686627+00:00
branches,br_khalifa,description,extraction_failed,error,"Baseline Khalifa City has the feel of a neighbourhood club that just happens to have eight courts, three of them tucked ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:38.999326+00:00
branches,br_alain,description,extraction_failed,error,"Baseline Al Ain occupies a quieter corner of Al Jimi, and it plays that way — unhurried, community-minded, and shaped by",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:39.411693+00:00
branches,br_majaz,description,extraction_failed,error,"Baseline Al Majaz sits close to the waterfront buzz of Al Majaz 3, and that easy, sociable energy carries straight into ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:39.739566+00:00
branches,br_ajman,description,extraction_failed,error,"Baseline Ajman Corniche sits just back from the waterfront in Al Rashidiya 2, and it carries a relaxed, breezy character",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:40.330255+00:00
branches,br_rak,description,extraction_failed,error,"Set along the waterline at Al Hamra Marina, this branch trades the urban hum of the bigger cities for something altogeth",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:50:40.737309+00:00
branches,br_ajman,name,not_stated_in_text,info,Baseline Ajman Corniche,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738361+00:00
branches,br_ajman,emirate,not_stated_in_text,info,Ajman,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738374+00:00
branches,br_ajman,area,not_stated_in_text,info,Al Rashidiya 2,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738381+00:00
branches,br_ajman,court_count,not_stated_in_text,info,6,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738389+00:00
branches,br_ajman,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""gym"", ""prayer_room"", ""pro_shop""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738408+00:00
branches,br_alain,name,not_stated_in_text,info,Baseline Al Ain,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738417+00:00
branches,br_alain,emirate,not_stated_in_text,info,Abu Dhabi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738422+00:00
branches,br_alain,area,not_stated_in_text,info,"Al Jimi, Al Ain",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738427+00:00
branches,br_alain,court_count,not_stated_in_text,info,6,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738433+00:00
branches,br_alain,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""gym"", ""kids_area"", ""pro_shop""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738438+00:00
branches,br_alquoz,name,not_stated_in_text,info,Baseline Al Quoz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738445+00:00
branches,br_alquoz,emirate,not_stated_in_text,info,Dubai,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738449+00:00
branches,br_alquoz,area,not_stated_in_text,info,Al Quoz Industrial 3,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738467+00:00
branches,br_alquoz,court_count,not_stated_in_text,info,10,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738473+00:00
branches,br_alquoz,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""kids_area"", ""padel_shop""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738479+00:00
branches,br_jvc,name,not_stated_in_text,info,Baseline JVC,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738485+00:00
branches,br_jvc,emirate,not_stated_in_text,info,Dubai,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738489+00:00
branches,br_jvc,area,not_stated_in_text,info,Jumeirah Village Circle,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738494+00:00
branches,br_jvc,court_count,not_stated_in_text,info,8,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738499+00:00
branches,br_jvc,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""gym"", ""kids_area"", ""physio"", ""pro_shop""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738504+00:00
branches,br_khalifa,name,not_stated_in_text,info,Baseline Khalifa City,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738510+00:00
branches,br_khalifa,emirate,not_stated_in_text,info,Abu Dhabi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738515+00:00
branches,br_khalifa,area,not_stated_in_text,info,Khalifa City A,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738519+00:00
branches,br_khalifa,court_count,not_stated_in_text,info,8,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738524+00:00
branches,br_khalifa,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""gym"", ""padel_shop"", ""physio""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738530+00:00
branches,br_majaz,name,not_stated_in_text,info,Baseline Al Majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738535+00:00
branches,br_majaz,emirate,not_stated_in_text,info,Sharjah,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738540+00:00
branches,br_majaz,area,not_stated_in_text,info,Al Majaz 3,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738544+00:00
branches,br_majaz,court_count,not_stated_in_text,info,7,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738549+00:00
branches,br_majaz,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""kids_area"", ""physio"", ""prayer_room""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738554+00:00
branches,br_rak,name,not_stated_in_text,info,Baseline RAK Marina,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738559+00:00
branches,br_rak,emirate,not_stated_in_text,info,Ras Al Khaimah,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738564+00:00
branches,br_rak,area,not_stated_in_text,info,Al Hamra Marina,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738568+00:00
branches,br_rak,court_count,not_stated_in_text,info,6,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738573+00:00
branches,br_rak,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""kids_area"", ""physio"", ""prayer_room""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738578+00:00
branches,br_yas,name,not_stated_in_text,info,Baseline Yas Island,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738584+00:00
branches,br_yas,emirate,not_stated_in_text,info,Abu Dhabi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738589+00:00
branches,br_yas,area,not_stated_in_text,info,Yas Island,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738594+00:00
branches,br_yas,court_count,not_stated_in_text,info,9,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738598+00:00
branches,br_yas,amenities,not_stated_in_text,info,"[""cafe"", ""showers"", ""parking"", ""gym"", ""padel_shop""]",,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738603+00:00
classes,cls_adult_beginner_course_ajman,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738612+00:00
classes,cls_adult_beginner_course_ajman,branch_id,not_stated_in_text,info,br_ajman,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738618+00:00
classes,cls_adult_beginner_course_ajman,coach_id,not_stated_in_text,info,cch_saif_al_shamsi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738625+00:00
classes,cls_adult_beginner_course_ajman,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738631+00:00
classes,cls_adult_beginner_course_ajman,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738638+00:00
classes,cls_adult_beginner_course_ajman,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738644+00:00
classes,cls_adult_beginner_course_ajman,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738650+00:00
classes,cls_adult_beginner_course_ajman,price_per_term_aed,not_stated_in_text,info,950,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738655+00:00
classes,cls_adult_beginner_course_alain,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738668+00:00
classes,cls_adult_beginner_course_alain,branch_id,not_stated_in_text,info,br_alain,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738674+00:00
classes,cls_adult_beginner_course_alain,coach_id,not_stated_in_text,info,cch_ibrahim_saleh,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738679+00:00
classes,cls_adult_beginner_course_alain,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738685+00:00
classes,cls_adult_beginner_course_alain,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738693+00:00
classes,cls_adult_beginner_course_alain,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738699+00:00
classes,cls_adult_beginner_course_alain,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738704+00:00
classes,cls_adult_beginner_course_alain,price_per_term_aed,not_stated_in_text,info,900,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738709+00:00
classes,cls_adult_beginner_course_alquoz,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738715+00:00
classes,cls_adult_beginner_course_alquoz,branch_id,not_stated_in_text,info,br_alquoz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738731+00:00
classes,cls_adult_beginner_course_alquoz,coach_id,not_stated_in_text,info,cch_layla_nasser,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738737+00:00
classes,cls_adult_beginner_course_alquoz,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738743+00:00
classes,cls_adult_beginner_course_alquoz,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738756+00:00
classes,cls_adult_beginner_course_alquoz,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738762+00:00
classes,cls_adult_beginner_course_alquoz,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738767+00:00
classes,cls_adult_beginner_course_alquoz,price_per_term_aed,not_stated_in_text,info,950,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738772+00:00
classes,cls_adult_beginner_course_alquoz_2,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738779+00:00
classes,cls_adult_beginner_course_alquoz_2,branch_id,not_stated_in_text,info,br_alquoz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738785+00:00
classes,cls_adult_beginner_course_alquoz_2,coach_id,not_stated_in_text,info,cch_rashid_al_blooshi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738790+00:00
classes,cls_adult_beginner_course_alquoz_2,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738795+00:00
classes,cls_adult_beginner_course_alquoz_2,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738800+00:00
classes,cls_adult_beginner_course_alquoz_2,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738805+00:00
classes,cls_adult_beginner_course_alquoz_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738809+00:00
classes,cls_adult_beginner_course_alquoz_2,price_per_term_aed,not_stated_in_text,info,900,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738814+00:00
classes,cls_adult_beginner_course_jvc,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738821+00:00
classes,cls_adult_beginner_course_jvc,branch_id,not_stated_in_text,info,br_jvc,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738826+00:00
classes,cls_adult_beginner_course_jvc,coach_id,not_stated_in_text,info,cch_elena_popova,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738831+00:00
classes,cls_adult_beginner_course_jvc,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738835+00:00
classes,cls_adult_beginner_course_jvc,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738840+00:00
classes,cls_adult_beginner_course_jvc,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738845+00:00
classes,cls_adult_beginner_course_jvc,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738850+00:00
classes,cls_adult_beginner_course_jvc,price_per_term_aed,not_stated_in_text,info,950,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738854+00:00
classes,cls_adult_beginner_course_jvc_2,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738861+00:00
classes,cls_adult_beginner_course_jvc_2,branch_id,not_stated_in_text,info,br_jvc,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738866+00:00
classes,cls_adult_beginner_course_jvc_2,coach_id,not_stated_in_text,info,cch_elena_popova,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738872+00:00
classes,cls_adult_beginner_course_jvc_2,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738876+00:00
classes,cls_adult_beginner_course_jvc_2,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738881+00:00
classes,cls_adult_beginner_course_jvc_2,min_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738887+00:00
classes,cls_adult_beginner_course_jvc_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738892+00:00
classes,cls_adult_beginner_course_jvc_2,price_per_term_aed,not_stated_in_text,info,950,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738898+00:00
classes,cls_adult_beginner_course_khalifa,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738910+00:00
classes,cls_adult_beginner_course_khalifa,branch_id,not_stated_in_text,info,br_khalifa,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738916+00:00
classes,cls_adult_beginner_course_khalifa,coach_id,not_stated_in_text,info,cch_aisha_al_marri,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738921+00:00
classes,cls_adult_beginner_course_khalifa,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738927+00:00
classes,cls_adult_beginner_course_khalifa,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738932+00:00
classes,cls_adult_beginner_course_khalifa,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738937+00:00
classes,cls_adult_beginner_course_khalifa,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738942+00:00
classes,cls_adult_beginner_course_khalifa,price_per_term_aed,not_stated_in_text,info,1050,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738947+00:00
classes,cls_adult_beginner_course_khalifa_2,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738953+00:00
classes,cls_adult_beginner_course_khalifa_2,branch_id,not_stated_in_text,info,br_khalifa,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738957+00:00
classes,cls_adult_beginner_course_khalifa_2,coach_id,not_stated_in_text,info,cch_marwan_haddad,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738961+00:00
classes,cls_adult_beginner_course_khalifa_2,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738966+00:00
classes,cls_adult_beginner_course_khalifa_2,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738971+00:00
classes,cls_adult_beginner_course_khalifa_2,min_age,not_stated_in_text,info,4,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738976+00:00
classes,cls_adult_beginner_course_khalifa_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738981+00:00
classes,cls_adult_beginner_course_khalifa_2,price_per_term_aed,not_stated_in_text,info,950,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738986+00:00
classes,cls_adult_beginner_course_majaz,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738993+00:00
classes,cls_adult_beginner_course_majaz,branch_id,not_stated_in_text,info,br_majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.738998+00:00
classes,cls_adult_beginner_course_majaz,coach_id,not_stated_in_text,info,cch_amina_belhaj,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739003+00:00
classes,cls_adult_beginner_course_majaz,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739009+00:00
classes,cls_adult_beginner_course_majaz,gender,not_stated_in_text,info,mixed,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739014+00:00
classes,cls_adult_beginner_course_majaz,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739019+00:00
classes,cls_adult_beginner_course_majaz,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739024+00:00
classes,cls_adult_beginner_course_majaz,price_per_term_aed,not_stated_in_text,info,950,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739029+00:00
classes,cls_adult_beginner_course_rak,name,not_stated_in_text,info,Adult Beginner Course,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739036+00:00
classes,cls_adult_beginner_course_rak,branch_id,not_stated_in_text,info,br_rak,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.739042+00:00
